TN,Un Number,PSN,Class,SubClass,PG,Spec Prov,Packing Para,
,,"Methyl nitramine (dry), metal salts of",,,,,FORBIDDEN,
,,Methyl nitrate,,,,,FORBIDDEN,
,,Methyl nitrite,,,,,FORBIDDEN,
,,"Methyl norbornene dicarboxylic anhydride, see
CORROSIVE LIQUID N.O.S.",,,,,,
,UN2606,METHYL ORTHOSILICATE,6.1,3,I,"P2, 2",A10.6.,
,,"Methyl oxide, see DIMETHYL ETHER",,,,,,
D,NA9206,METHYL PHOSPHONIC DICHLORIDE,6.1,8,I,"P2, 2, A3
N34, N43",A10.6.,
,UN2461,METHYLPENTADIENES,3,,II,P5,A7.2.,
,,"Methylpentanes, see HEXANES",,,,,,
,,"4-methylpentan-2-ol, see METHYL ISOBUTYL
CARBINOL",,,,,,
,UN2560,2-METHYLPENTAN-2-OL,3,,III,P5,A7.2.,
,,"3-Methyl-2-penten-4-one-ol, see 1-PENTOL",,,,,,
,UN2437,METHYLPHENYLDICHLOROSILANE,8,,II,P5,A12.2.,
,,"2-Methyl-2-phenylpropane, see BUTYLBENZENES",,,,,,
,,"Methyl phosphonothioic dichloride, anhydrous, see
CORROSIVE LIQUID, N.O.S",,,,,,
,,"Methyl phosphonous dichloride, see PYROPHORIC
LIQUID, ORGANIC, N.O.S.",,,,,,
,,Methyl picric acid (heavy metal salts of),,,,,FORBIDDEN,
D,NA2845,"METHYL PHOSPHONOUS DICHLORIDE,
pyrophoric liquid",6.1,4.2,I,"P2, 2",A10.6.,
,UN2399,1-METHYLPIPERIDINE,3,8,II,P4,A7.2.,
,,"2-Methyl-2-propanol, see BUTANOLS",,,,,,
,UN1248,METHYL PROPIONATE,3,,II,P5,A7.2.,
,,Methyl,,,,,,
,UN2612,METHYL PROPYL ETHER,3,,II,P5,A7.2.,
,UN1249,METHYL PROPYL KETONE,3,,II,P5,A7.2.,
,,"Methyl pyridines, see PICOLINES",,,,,,
,,"alpha- Methylstyrene, see ISOPROPENYLBENZENE",,,,,,
,,"Methylstyrene, stabilized, see VINYLTOULENES,
STABILIZED",,,,,,
,,"Methyl sulfate, see DIMETHYL SULFATE",,,,,,
,,"Methyl sulfide, see DIMETHYL SULFIDE",,,,,,
,UN2536,METHYLTETRAHYDROFURAN,3,,II,P5,A7.2.,
,UN2533,METHYL TRICHLOROACETATE,6.1,,III,P5,A10.4.,
,UN1250,METHYLTRICHLOROSILANE,3,8,II,"P3,  A7, N34",A7.2.,
,,Methyl trimethylol methane trinitrate,,,,,FORBIDDEN,
,UN2367,ALPHA-METHYLVALERALDEHYDE,3,,II,P5,A7.2.,
,,"Methyl vinyl benzene, stabilized, see
VINYLTOULENES, STABILIZED",,,,,,
,UN1251,"METHYL VINYL KETONE, STABILIZED",6.1,"3, 8",I,"P1, 1, 387",A10.6.,
,,"Metramine, see HEXAMETHYLENETETRAMINE",,,,,,
,,"MIBC, see METHYL ISOBUTYL CARBINOL",,,,,,
,UN1235,"METHYLAMINE, AQUEOUS SOLUTION",3,8,II,P4,A7.2.,
,,Methylamine dinitramine and dry salts thereof,,,,,FORBIDDEN,
,,Methylamine nitroform,,,,,FORBIDDEN,
,,Methylamine perchlorate (dry),,,,,FORBIDDEN,
,UN1233,METHYLAMYL ACETATE,3,,III,P5,A7.2.,
,UN2294,N-METHYLANILINE,6.1,,III,P5,A10.4.,
,,"Methylated spirit, see ALCOHOLS FLAMMABLE,
TOXIC, N.O.S. or ALCOHOLS, N.O.S.",,,,,,
,UN2938,METHYL BENZOATE,6.1,,III,P5,A10.4.,
,UN2937,"ALPHA-METHYLBENZYL ALCOHOL, LIQUID",6.1,,III,P5,A10.4.,
,UN3438,"ALPHA-METHYLBENZYL ALCOHOL, SOLID",6.1,,III,P5,A10.5,
,,"Mine rescue equipment containing carbon dioxide, see
CARBON DIOXIDE",,,,,,
,UN0137,MINES with bursting charge,1.1D,,,P4,A5.12.,
,UN0136,MINES with bursting charge,1.1F,,,P4,A5.12.,
,UN0138,MINES with bursting charge,1.2D,,,P4,A5.12.,
,UN0294,MINES with bursting charge,1.2F,,,P4,A5.12.,
,,"Mirbane, see NITROBENZENE",,,,,,
,,"Missiles guided, see ROCKETS or ROCKETS, LIQUID FUELLED",,,,,,
,,"Mixed acid, see NITRATING ACID, MIXTURES,
etc.",,,,,,
,,"Mobility aids, see BATTERY POWERED EQUIPMENT or BATTERY POWERED VEHICLE",,,,,,
D,NA0276,MODEL ROCKET MOTOR,1.4C,,,"P5, 51, 62",A5.12.,
D,NA0323,MODEL ROCKET MOTOR,1.4S,,,"P5, 51, 62",A5.12.,
,UN2508,MOLYBDENUM PENTACHLORIDE,8,,III,P5,A12.3.,
,,"Monochloroacetic acid, see CHLOROACETIC ACID SOLUTION or CHLOROACETIC ACID SOLID",,,,,,
,,Monochloroacetone (unstabilized),,,,,FORBIDDEN,
,,"Monochlorobenzene, see CHLOROBENZENE",,,,,,
,,"Monochlorodifluoromethane, see
CHLORODIFLUOROMETHANE",,,,,,
,,"Monochlorodifluoromethane and monochloropentafluoroethane, see
CHLORODIFLUOROMETHANE AND CHLOROPENTAFLUOROMETHANE MIXTURE",,,,,,
,,"Monochlorodifluoromonobromomethane, see
CHLORODIFLUOROBROMOMETHANE",,,,,,
,,"Monochloropentafluoroethane and monochlorodifluoromethane mixture, see
CHLORODIFLUOROMETHANE AND CHLOROPENTAFLUOROETHANE MIXTURE",,,,,,
,,"Monochloroethylene, see VINYL CHLORIDE,
STABILIZED",,,,,,
,,"Monoethanolamine, see ETHANOLAMINE,
SOLUTIONS",,,,,,
,,"Monoethylamine, see ETHYLAMINE",,,,,,
,UN2054,MORPHOLINE,8,3,I,P5,A12.2.,
,,"Morpholine, aqueous, mixture, see CORROSIVE
LIQUID, N.O.S.",,,,,,
+,UN1649,MOTOR FUEL ANTI-KNOCK MIXTURE,6.1,,I,"P3, 14",A10.4.,
,UN1649,"MOTOR FUEL ANTI-KNOCK MIXTURE, FLAMMABLE",6.1,3,I,"P3, 14",A10.4.,
,UN1203,MOTOR SPIRIT or GASOLINE or PETROL,3,,II,P5,A7.2.,
,,"Motorcycle, see VEHICLE, FLAMMABLE GAS POWERED or VEHICLE, FLAMMABLE LIQUID
POWERED",,,,,,
,,"Muriatic acid, see HYDROCHLORIC ACID
SOLUTION",,,,,,
,UN2956,"MUSK XYLENE or 5-TERT-BUTYL-2,4,6-
TRINITO-M-XYLENE",4.1,,III,P5,A8.4.,
,,"Mysorite, see ASBESTOS, AMPHIBOLE",,,,,,
,,"Naphtha, see PETROLEUM DISTILLATE N.O.S",,,,,,
,UN1334,"NAPHTHALENE, CRUDE or REFINED",4.1,,III,"P5, A1",A8.3.,
,,Naphthalene diozonide,,,,,FORBIDDEN,
,UN2304,"NAPHTHALENE, MOLTEN",4.1,,III,,FORBIDDEN,
,,"Naphtha petroleum, see PETROLEUM DISTILLATES, N.O.S.",,,,,,
,,"Naphtha solvent, see PETROLEUM PRODUCTS,
N.O.S.",,,,,,
,,"Naphthenates, see FLAMMABLE LIQUID, N.O.S.",,,,,,
,,"Naphthene, see CYCLOHEXANE",,,,,,
,UN2077,ALPHA-NAPHTHYLAMINE,6.1,,III,P5,A10.5.,
,,Naphthy amineperchlorate,,,,,FORBIDDEN,
,UN1650,"BETA-NAPHTHYLAMINE, SOLID",6.1,,II,P5,A10.5.,
,UN3411,BETA- NAPHTHYLAMINE SOLUTION,6.1,,II III,P5 P5,A10.4 A10.4,
,,"1-Naphthylthiourea, see NAPHTHYLTHIOUREA",,,,,,
,UN1651,NAPHTHYLTHIOUREA,6.1,,II,P5,A10.5.,
,UN1652,NAPHTHYLUREA,6.1,,II,P5,A10.5.,
,UN1971,"NATURAL GAS, COMPRESSED",2.1,,,P4,"A6.3., A6.5.",
,,"Natural gasoline, see MOTOR SPIRIT or
GASOLINE or PETROL",,,,,,
,UN1972,"NATURAL GAS, REFRIGERATED LIQUID, with
high methane content (cryogenic liquid)",2.1,,,P3,A6.11.,
,,"Natural gases ( with high methane content) see
METHANE, etc.",,,,,,
,,"Neohexane, see HEXANES",,,,,,
,UN1065,"NEON, COMPRESSED",2.2,,,P5,"A6.3., A6.5.",
,,"Neon, liquid, non-pressurized",,,,,FORBIDDEN,
,UN1913,"NEON, REFRIGERATED LIQUID (cryogenic liquid)",2.2,,,P4,A6.11.,
,,"Neopentane, see 2,2-DIMETHYLPROPANE",,,,,,
,,"Neothyl, see METHYL PROPYL ETHER",,,,,,
,,"Nickel arsenate, solid, see ARSENIC COMPOUND,
SOLID, N.O.S.",,,,,,
,UN1259,NICKEL CARBONYL,6.1,3,I,,FORBIDDEN,
,UN1653,NICKEL CYANIDE,6.1,,II,"P5, N74, N75",A10.5.,
,,"Nickel (II) cyanide, see NICKEL CYANIDE",,,,,,
,,"Nickel (II) nitrate, see NICKEL NITRATE",,,,,,
,,"Nickel (II) nitrite, see NICKEL NITRITE",,,,,,
,UN2725,NICKEL NITRATE,5.1,,III,"P5, A1",A9.6.,
,UN2726,NICKEL NITRITE,5.1,,III,"P5, A1",A9.6.,
,,"Nickelous nitrate, see NICKEL NITRATE",,,,,,
,,"Nickelous nitrite, see NICKEL NITRITE",,,,,,
,,Nickel Picrate,,,,,FORBIDDEN,
,,"Nickel tetracarbonyl, see NICKEL CARBONYL",,,,,,
,UN1654,NICOTINE,6.1,,II,P5,A10.4.,
*,UN3144,"NICOTINE COMPOUNDS, LIQUID, N.O.S. or
NICOTINE PREPARATIONS, LIQUID, N.O.S.",6.1,,"I II
III","P3, A4 P5
P5","A10.4.
A10.4.
A10.4.",
*,UN1655,"NICOTINE COMPOUNDS, SOLID, N.O. S. or
NICOTINE PREPARATIONS, SOLID, N.O.S.",6.1,,"I
II III","P5
P5 P5","A10.5.
A10.5.
A10.5.",
,UN1656,"NICOTINE HYDROCHLORIDE LIQUID or
NICOTINE HYDROCHLORIDE SOLUTION",6.1,,II,P5,A10.4.,
,UN3444,"NICOTINE HYDROCHLORIDE, SOLID",6.1,,II,P5,A10.6,
,,"NICOTINE PREPARATION, LIQUID, N.O.S. see
NICOTINE COMPOUNDS, LIQUID, N.O.S.",,,,,,
,,"NICOTINE PREPARATION, SOLID, N.O.S. see
NICOTINE COMPOUNDS, SOLID, N.O.S.",,,,,,
,UN1657,NICOTINE SALICYLATE,6.1,,II,P5,A10.5.,
,UN3445,"NICOTINE SULFATE, SOLID",6.1,,II,P5,A10.6,
,UN1658,"NICOTINE SULFATE, SOLUTION",6.1,,II,P5,A10.4,
,UN1659,NICOTINE TARTRATE,6.1,,II,P5,A10.5.,
,,Nitrated Paper (unstable),,,,,FORBIDDEN,
,UN3218,"NITRATES, INORGANIC, AQUEOUS
SOLUTIONS, N.O.S.",5.1,,"II
III","P5
P5","A9.5.
A9.5.",
,UN1477,"NITRATES, INORGANIC, N.O.S.",5.1,,II III,P5 P5,"A9.6.
A9.6.",
,,Nitrates of diazonium compounds,,,,,FORBIDDEN,
,UN1796,"NITRATING ACID MIXTURES with not  more than
50% nitric acid",8,,II,"P4, A7",A12.10.,
,UN1796,"NITRATING ACID MIXTURES with more than 50%
nitric acid",8,5.1,I,"P3, A7",A12.10.,
,UN1826,"NITRATING ACID MIXTURES, SPENT with not
more than 50% nitric acid",8,,II,"P4, A7",A12.10.,
,UN1826,"NITRATING ACID MIXTURES, SPENT with more
than 50%  nitric acid",8,5.1,I,"P3, A7",A12.10.,
,,"Nitrating acid mixture, spent, all concentrations,
unstable",,,,,FORBIDDEN,
,UN2031,"NITRIC ACID other than red fuming, with more than
20% and less than 65% nitric acid",8,,II,P4,A12.10.,
,UN2031,"NITRIC ACID other than red fuming, with at least 65% but with not more than 70% nitric acid",8,5.1,II,P4,A12.10.,
,UN2031,"NITRIC ACID, other than red fuming, with not more than20% nitric acid",8,,II,P4,A12.10.,
,UN2031,"NITRIC ACID , other than red fuming, with more than 70% nitric acid",8,5.1,I,P3,A12.10.,
+,UN2032,"NITRIC ACID, RED FUMING",8,"5.1, 6.1",I,"P2, 2",A12.11.,
,UN1975,"NITRIC OXIDE AND DINITROGEN TETROXIDE MIXTURES or NITRIC OXIDE AND NITROGEN
DIOXIDE MIXTURES",2.3,"5.1, 8",,,FORBIDDEN,
,UN1660,"NITRIC OXIDE, COMPRESSED",2.3,"5.1, 8",,"P1, 1",A6.20.,
*,UN3273,"NITRILES, FLAMMABLE, TOXIC, N.O.S.",3,"6.1
6.1","I
II","P3
P4","A7.2.
A7.2.",
*,UN3275,"NITRILES, TOXIC, FLAMMABLE, N.O.S.",6.1,"3
3","I
II","P3, 5
P4","A10.4.
A10.4.",
*,UN3276,"NITRILES, LIQUID, TOXIC,  N.O.S.",6.1,,"I II
III","P3, 5 P4
P5","A10.4.
A10.4.
A10.4.",
*,UN3439,"NITRILES, SOLID, TOXIC, N.O.S.",6.1,,"I II
III","P3, 5 P4
P5","A10.5.
A10.5.
A10.5.",
*,UN3219,"NITRITES, INORGANIC, AQUEOUS SOLUTION, N.O.S.",5.1,,"II
III","P5
P5","A9.5.
A9.5.",
*,UN2627,"NITRITES, INORGANIC, N.O.S.",5.1,,II,"P5, 33",A9.6.,
,,N-Nitroaniline,,,,,FORBIDDEN,
+,UN1661,NITROANILINES (o-;m-;p-;),6.1,,II,P5,A10.5.,
,UN2730,"NITROANISOLES, LIQUID",6.1,,III,P5,A10.4.,
,UN3458,"NITROANISOLES, SOLID",6.1,,III,P5,A10.5.,
+,UN1662,NITROBENZENE,6.1,,II,P5,A10.4.,
,,"Nitrobenzene bromide, see NITROBROMOBENZENES, LIQUID or NITROBROMOBENZENES, SOLID",,,,,,
,,m-Nitrobenzene diazonium perchlorate,,,,,FORBIDDEN,
,UN2305,NITROBENZENESULFONIC ACID,8,,II,P5,A12.2.,
,,"Nitrobenzol, see NITROBENZENE",,,,,,
,UN0385,5-NITROBENZOTRIAZOL,1.1D,,,P4,A5.6.,
,UN2306,"NITROBENZOTRIFLUORIDES, LIQUID",6.1,,II,P5,A10.4.,
,UN3431,"NITROBENZOTRIFLUORIDES, SOLID",6.1,,II,P5,A10.5,
,UN2732,"NITROBROMOBENZENES, LIQUID",6.1,,III,P5,A10.4.,
,UN3459,"NITROBROMOBENZENES, SOLID",6.1,,III,P5,A10.5.,
,UN0340,"NITROCELLULOSE, dry or wetted with less than
25% water (or alcohol), by mass",1.1D,,,P4,A5.6.,
,UN0341,"NITROCELLULOSE, unmodified or plasticized with
less than 18% plasticizing substance, by mass",1.1D,,,P4,A5.6.,
,UN3270,NITROCELLULOSE MEMBRANE FILTERS,4.1,,II,"P5, 43, A1",A8.3.,
,UN2557,"NITROCELLULOSE, MIXTURE WITH or
WITHOUT PLASTICIZER, WITH or WITHOUT
PIGMENT with 12.6%  or less nitrogen, by dry mass",4.1,,II,"P5, 44",A8.3.,
,UN0343,"NITROCELLULOSE, PLASTICIZED with not less
than 18%  plasticizing substance, by mass",1.3C,,,P4,A5.5.,
,UN2059,"NITROCELLULOSE  SOLUTION, FLAMMABLE
with not more than 12.6% nitrogen, by mass, and not more than 55% nitrocellulose",3,,"I
II III","P4, 198
P5, 198
P5, 198","A7.2 A7.2.
A7.2.",
,UN0342,"NITROCELLULOSE, WETTED with 25% or more
alcohol, by mass",1.3C,,,P4,A5.9.,
,UN2556,"NITROCELLULOSE WITH ALCOHOL 25% or
more alcohol by mass, and 12.6% or less  nitrogen, by dry mass",4.1,,II,P5,A8.3.,
,UN2555,NITROCELLULOSE WITH WATER with not less than 25%  water by mass,4.1,,II,P5,A8.3.,
,,"Nitrochlorobenzene, see
CHLORONITROBENZENES SOLID or
CHLORONITROBENZENES LIQUID",,,,,,
,UN2307,3-NITRO-4-CHLOROBENZOTRIFLUORIDE,6.1,,II,P5,A10.4.,
,,"Nitrochloroform, see CHLOROPICRIN",,,,,,
,UN3434,"NITROCRESOLS, LIQUID",6.1,,III,P5,A10.4.,
,UN2446,"NITROCRESOLS, SOLID",6.1,,III,P5,A10.5.,
,,6-Nitro-4-diazotoluene-3-sulfonic acid (dry),,,,,FORBIDDEN,
,,Nitro isobutene triol trinitrate,,,,,FORBIDDEN,
,,N-Nitro-N-methylglycolamide nitrate,,,,,FORBIDDEN,
,,2-Nitro-2-methylpropanol nitrate,,,,,FORBIDDEN,
,UN2842,NITROETHANE,3,,III,P5,A7.2.,
,,Nitroethyl nitrate,,,,,FORBIDDEN,
,,Nitroethylene polymer,,,,,FORBIDDEN,
,UN1066,"NITROGEN, COMPRESSED",2.2,,,P5,"A6.3., A6.5.",
,UN1067,NITROGEN DIOXIDE,2.3,"5.1, 8",,,FORBIDDEN,
,,"Nitrogen fertilizer solution, see FERTILIZER
AMMONIATING SOLUTION, etc.",,,,,,
,,"Nitrogen, mixtures with rare gases, see RARE GASES AND NITROGEN MIXTURES",,,,,,
,,"Nitrogen monoxide, see NITROUS OXIDE",,,,,,
,,"Nitrogen peroxide, see DINITROGEN TETROXIDE,
LIQUEFIED",,,,,,
,UN1977,"NITROGEN, REFRIGERATED LIQUID (cryogenic
liquid)",2.2,,,"P4 , 346",A6.11.,
,,"Nitrogen tetroxide and nitric oxide mixtures, see
NITRIC OXIDE AND NITROGEN TETROXIDE MIXTURES",,,,,,
,,"Nitrogen tetroxide, see DINITROGEN TETROXIDE",,,,,,
,,Nitrogen trichloride,,,,,FORBIDDEN,
,UN2451,NITROGEN TRIFLUORIDE,2.2,5.1,,P4,A6.5.,
,,Nitrogen triiodide,,,,,FORBIDDEN,
,,Nitrogen triiodide monoamine,,,,,FORBIDDEN,
,UN2421,NITROGEN TRIOXIDE,2.3,"5.1, 8",,,FORBIDDEN,
,UN0143,"NITROGLYCERIN, DESENSITIZED with not less
than 40% nonvolatile water insoluble phlegmatizer, by mass",1.1D,6.1,,P4,A5.10.,
,,"Nitroglycerin, desensitized, with less than 40% phlegmatizer, by weight",,,,,FORBIDDEN,
,,"Nitroglycerin, liquid, not desensitized",,,,,,
*,UN3343,"NITROGLYCERIN, MIXTURE, DESENSITIZED
LIQUID, FLAMMABLE, N.O.S., with less than 30%
Nitroglycerin by mass",3,,,P5,A8.4.,
*,UN3357,"NITROGLYCERIN, MIXTURE, DESENSITIZED
LIQUID, N.O.S., with less than 30%  Nitroglycerin by mass",3,,II,P5,A8.4.,
*,UN3319,"NITROGLYCERIN, MIXTURE, DESENSITIZED
SOLID, N.O.S., with more than 2% but not more than 10% Nitroglycerin by mass",4.1,,II,P4,A8.4.,
,,"Nitroglycerin, liquid, not desensitized",,,,,FORBIDDEN,
,UN0144,"NITROGLYCERIN, SOLUTION IN ALCOHOL
with more than 1%, but not more than 10% nitroglycerin",1.1D,,,P4,A5.10.,
,UN1204,"NITROGLYCERIN SOLUTION IN ALCOHOL,
with not more than 1% nitroglycerin",3,,II,"P3, N34",A7.2.,
,UN3064,"NITROGLYCERIN, SOLUTION IN ALCOHOL,
with more than 1%, but not more than 5% nitroglycerin",3,,II,"P3, N8",A7.2.,
,UN0282,"NITROGUANIDINE or PICRITE, dry or wetted with
less than 20% water, by mass",1.1D,,,P4,A5.6.,
,,Nitroguanidine nitrate,,,,,FORBIDDEN,
,UN1336,"NITROGUANIDINE WETTED, or PICRITE
WETTED with not less than 20% water, by mass",4.1,,I,"P4, 23, A8,
A19, A20, N41",A8.3.,
,,1-Nitro hydantoin,,,,,FORBIDDEN,
,UN1798,NITROHYDROCHLORIC ACID,8,,I,"P3, N41",A12.2.,
,,Nitro isobutene triol trinitrate,,,,,FORBIDDEN,
,,Nitromannite (dry),,,,,FORBIDDEN,
,UN0133,"NITROMANNITE, WETTED or MANNITOL
HEXANITRATE, WETTED with 40% or more water, or mixture of alcohol and water, by weight",1.1D,,,P4,A5.6.,
,UN1261,NITROMETHANE,3,,II,P5,A7.2.,
,,N-Nitro-N-methylglycolamide nitrate,,,,,FORBIDDEN,
,,2-Nitro-2-methylpropanol nitrate,,,,,FORBIDDEN,
,,"Nitromuriatic acid; see NITROHYDROCHLORIC
ACID",,,,,,
,UN2538,NITRONAPHTHALENE,4.1,,III,"P5, A1",A8.3.,
,UN3376,"4-NITROPHENYLHYDRAZINE with 30% or more
water, by mass",4.1,,I,"P4, 162, A8, A19, A20,
N41",A8.3,
+,UN1663,"NITROPHENOLS (o-,m-,p-,)",6.1,,III,P5,A10.5.,
,,m-Nitrophenyldinitro methane,,,,,FORBIDDEN,
,UN2608,NITROPROPANES,3,,III,P5,A7.2.,
,UN1369,P-NITROSODIMETHYLANILINE,4.2,,II,"P5, A19, A20,
N34",A8.3.,
,UN0146,"NITROSTARCH, dry or wetted with  less than 20% water, by mass",1.1D,,,P4,A5.6.,
,UN1337,"NITROSTARCH, WETTED with not less than 20% water by mass",4.1,,I,"P4, 23, A8, A19, A20, N41",A8.3.,
,,Nitrosugars (dry),,,,,FORBIDDEN,
,UN1069,NITROSYL CHLORIDE,2.3,8,,"P2, 3",A6.4.,
,UN2308,"NITROSYLSULFURIC ACID, LIQUID",8,,II,"P5, A3, A7,
N34",A12.2.,
,UN3456,"NITROSYLSULFURIC ACID, SOLID",8,,II,"P5, A7, N34",A12.3.,
,UN1664,"NITROTOLUENES, LIQUID",6.1,,II,P5,A10.4.,
,UN3446,"NITROTOLUENES, SOLID",6.1,,II,P5,A10.6,
,UN2660,NITROTOLUIDINES (MONO),6.1,,III,P5,A10.5.,
,UN0490,NITROTRIAZOLONE or NTO,1.1D,,,P4,A5.6.,
,,"Nitrotrichloromethane, see CHLOROPICRIN",,,,,,
,UN0147,NITRO UREA,1.1D,,,P4,A5.6.,
,,"Nitrous ether, see ETHYL NITRITE SOLUTION",,,,,,
,UN1070,NITROUS OXIDE,2.2,5.1,,P5,"A6.3., A6.4.",
,UN2201,"NITROUS OXIDE, REFRIGERATED LIQUID",2.2,5.1,,P4,A6.4.,
,UN1665,"NITROXYLENES, LIQUID",6.1,,II,P5,A10.4.,
,UN3447,"NITROXYLENES, SOLID",6.1,,II,P5,A10.5,
,,"Nitroxylol, see NITROXYLENES NONANES",,,,,,
,,"Non-activated carbon or Non-activated charcoal, see
CARBON",,,,,,
,UN1920,NONANES,3,,III,P5,A7.2.,
,,"Nonflammable gas, N.O.S., see COMPRESSED GAS, TOXIC or LIQUEFIED GAS , TOXIC, N.O.S.",,,,,,
,,"Non-liquefied gases, see COMPRESSED GAS TOXIC, FLAMMABLE, N.O.S., COMPRESSED GAS, FLAMMABLE, N.O.S., COMPRESSED GAS, TOXIC, N.O.S., COMPRESSED GAS, N.O.S., COMPRESSED GAS, OXIDIZING, N.O.S., COMPRESSED GAS, TOXIC, OXIDIZING, N.O.S.,
COMPRESSED GAS, TOXIC, OXIDIZING, CORROSIVE, N.O.S.",,,,,,
,,"Non-liquefied hydrocarbon gas, see HYDROCARBON GAS, MIXTURE, COMPRESSED, N.O.S.",,,,,,
,UN1799,NONYLTRICHLOROSILANE,8,,II,"P4, A7, N34",A12.2.,
,UN2251,"2,5-NORBORNADIENE, STABILIZED",3,,II,P5,P7.3,
,,"Norhausen acid, see SULFURIC ACID, FUMING,
etc.",,,,,,
,,"Normal propyl alcohol, normal",,,,,,
,UN0490,NTO,1.1D,,,P4,A5.6.,
,UN1800,OCTADECYLTRICHLOROSILANE,8,,II,"P4, A7, N34",A12.2.,
,UN2309,OCTADIENE,3,,II,P5,A7.2.,
,,"1,7-Octadiene-3,5-diyne-1,8-dimethoxy-9-octadecyn oic acid",,,,,FORBIDDEN,
,UN2422,OCTAFLUOROBUT-2-ENE or REFRIGERANT GAS R1318,2.2,,,P5,A6.4.,
,UN1976,"OCTAFLUOROCYCLOBUTANE or
REFRIGERANT GAS RC318",2.2,,,P5,A6.4.,
,UN2424,"OCTAFLUOROPROPANE or REFRIGERANT
GAS R218",2.2,,,P5,A6.4.,
,UN1262,OCTANES,3,,II,P5,A7.2.,
,,"Octogen, etc., see CYCLOTETRAMETHYLENE TETRANITRAMINE, etc.",,,,,,
,UN0484,"OCTOGEN, DESENSITIZED",1.1D,,,P4,A5.6.,
,,Octogen (dry or unphlegmatized),,,,,FORBIDDEN,
,UN0226,"OCTOGEN, WETTED with not less than 15% water,
by mass",1.1D,,,P4,A5.6.,
,UN0266,"OCTOLITE or OCTOL dry or wetted with less than
15% water by mass",1.1D,,,P4,A5.6.,
,UN0496,OCTONAL,1.1D,,,P4,A5.7.,
,UN1191,OCTYL ALDEHYDES,3,,III,P5,A7.2.,
,,"Tert-Octyl Mercaptan, see 2-METHYL-2-
HEPTANETHIOL",,,,,,
,UN1801,OCTYLTRICHLOROSILANE,8,,II,"P4, A7, N34",A12.2.,
,,"Oenanthol, see n-HEPTALDEHYDE",,,,,,
,UN1071,"OIL GAS, COMPRESSED",2.3,2.1,,"P2, 6",A6.4.,
,,"Oil well sampling device, charged, see COMPRESSED
GAS, FLAMMABLE GAS, N.O.S. or LIQUEFIED GAS, FLAMMABLE, N.O.S.",,,,,,
,,"Oleum, see SULFURIC ACID, FUMING",,,,,,
,,"Organic Peroxide Type A, Liquid or Solid",,,,,FORBIDDEN,
,,"Organic peroxide type B, liquid",,,,,FORBIDDEN,
,,"Organic peroxide type B, liquid, temperature controlled",,,,,FORBIDDEN,
,,"Organic peroxide, type B, solid",,,,,FORBIDDEN,
,,"Organic peroxide, type B, solid, temperature controlled",,,,,FORBIDDEN,
*,UN3101,"ORGANIC PEROXIDE TYPE B, LIQUID",5.2,1,,"P3, 53",Table A9.2.5,
*,UN3111,"ORGANIC PEROXIDE TYPE B, LIQUID,
TEMPERATURE CONTROLLED",5.2,1,,"P3, 53",Table A9.2.5,
*,UN3102,"ORGANIC PEROXIDE TYPE B, SOLID",5.2,1,,"P3, 53","SEE     BELOW
BY TECHNICAL
NAME",
,,tert-Butyl Monoperoxymaneate,,,,,Table A9.3.5,
,,3-Choloroperoxybenzoic Acid,,,,,Table A9.3.1,
,,Dibenzoyl Peroxide > 52 < 100,,,,,Table A9.3.2,
,,"Dibenzoyl Peroxide > 78, < 94",,,,,Table A9.3.6,
,,Di-4-Chlorobenzoyl Peroxide,,,,,Table A9.3.5,
,,"Di-2,4-Dichlorobenzoyl Peroxide",,,,,Table A9.3.5,
,,"2,2-Dihydroperoxypropane",,,,,Table A9.3.5,
,,"2,5-Dimethyl -2,5-di-(Benzoyl-Peroxy) Hexane",,,,,Table A9.3.5,
,,Di-(2 Phenoxyethyl) Peroxydicarbonate,,,,,Table A9.3.5,
,,Disuccinic Acid Peroxide,,,,,Table A9.3.4,
,,"3,3,6,6,9,9,-Hexamethyl-1,2,4,5-Tetraoxa- cylcononane",,,,,Table A9.3.4,
*,UN3112,"ORGANIC PEROXIDE TYPE B, SOLID,
TEMPERATURE CONTROLLED",5.2,1,,"P3, 53","SEE     BELOW
BY TECHNICAL
NAME",
,,Acetyl Cylcohexanesulphonyl Peroxide,,,,,Table A9.3.4,
,,Dibenzyl Peroxydicarbonate,,,,,Table A9.3.5,
,,Dicyclohexyl Peroxydicarbonate,,,,,Table A9.3.5,
,,Diisopropyl Peroxydicarbonate,,,,,Table A9.3.2,
,,Di-(2-Methylbenzoyl) Peroxide,,,,,Table A9.3.5,
*,UN3103,"ORGANIC PEROXIDE TYPE C, LIQUID",5.2,,,P5,"SEE     BELOW BY TECHNICAL
NAME",
,,tert-Amyl peroxybenzoate,,,,,Table A9.2.7,
,,"n-Butyl-4,4-di-(Tertcutylperoxy)-Valerate",,,,,Table A9.2.5,
,,tert-Butyl Hydroperoxide,,,,,Table A9.2.5,
,,tert-Butyl Hydroperoxide and di-tert-Butyl Peroxide,,,,,Table A9.2.5,
,,tert-Butyl Monoperoxymaneate,,,,,Table A9.2.6,
,,tert-Butyl Peroxyacetate,,,,,Table A9.2.6,
,,tert-Butyl Peroxybenzoate,,,,,Table A9.2.5,
,,tert-Butylperoxy Isopropyl Carbonate,,,,,Table A9.2.5,
